#Project: Theophylline
#PK-Sim version: 9.0.170
"IndividualId","Gender","Population","Population Name","Organism|Weight [kg]","Organism|BMI [kg/dm²]","Organism|BSA [dm²]","Organism|Gestational age [week(s)]","Organism|Age [year(s)]","Organism|Ontogeny factor (alpha1-acid glycoprotein)","Organism|Ontogeny factor (albumin)","Organism|Height [dm]","Organism|Hematocrit","Organism|VenousBlood|Volume [l]","Organism|ArterialBlood|Volume [l]","Organism|Bone|Specific blood flow rate [l/min/kg organ]","Organism|Bone|Volume [l]","Organism|Brain|Volume [l]","Organism|Brain|Specific blood flow rate [l/min/kg organ]","Organism|Fat|Volume [l]","Organism|Fat|Vf (neutral lipid)-PT","Organism|Fat|Vf (lipid)","Organism|Fat|Vf (phospholipid)-PT","Organism|Fat|Fraction interstitial","Organism|Fat|Vf (water)","Organism|Fat|Vf (water)-PT","Organism|Fat|Vf (neutral lipid)-RR","Organism|Fat|Vf (neutral lipid)-WS","Organism|Fat|Vf (neutral phospholipid)-RR","Organism|Fat|Vf (neutral phospholipid, plasma)-WS","Organism|Fat|Vf (extracellular water)-RR","Organism|Fat|Vf (intracellular water)-RR","Organism|Fat|Vf (water)-WS","Organism|Fat|Specific blood flow rate [l/min/kg organ]","Organism|Gonads|Volume [l]","Organism|Gonads|Specific blood flow rate [l/min/kg organ]","Organism|Heart|Volume [l]","Organism|Heart|Specific blood flow rate [l/min/kg organ]","Organism|Kidney|Volume [l]","Organism|Kidney|Maximal decreasing rate factor","Organism|Kidney|TM50 for GFR [week(s)]","Organism|Kidney|Age of aging onset [year(s)]","Organism|Kidney|GFRmat [l/min]","Organism|Kidney|Aging half-time [year(s)]","Organism|Kidney|Hill coefficient for GFR","Organism|Kidney|Hill coefficient for aging GFR","Organism|Kidney|Specific blood flow rate [l/min/kg organ]","Organism|Lumen|Effective surface area variability factor","Organism|Lumen|Stomach|Distal radius [dm]","Organism|Lumen|Stomach|GET_beta (Weibull function) variability factor","Organism|Lumen|Stomach|Gastric emptying time [min]","Organism|Lumen|Stomach|GET_alpha (Weibull function) variability factor","Organism|Lumen|Stomach|Length [dm]","Organism|Lumen|Stomach|Proximal radius [dm]","Organism|Lumen|Duodenum|Effective surface area enhancement factor","Organism|Lumen|UpperJejunum|Effective surface area enhancement factor","Organism|Lumen|LowerJejunum|Effective surface area enhancement factor","Organism|Lumen|UpperIleum|Effective surface area enhancement factor","Organism|Lumen|LowerIleum|Effective surface area enhancement factor","Organism|Lumen|Caecum|Effective surface area enhancement factor","Organism|Lumen|ColonAscendens|Effective surface area enhancement factor","Organism|Lumen|ColonTransversum|Effective surface area enhancement factor","Organism|Lumen|ColonDescendens|Effective surface area enhancement factor","Organism|Lumen|ColonSigmoid|Effective surface area enhancement factor","Organism|Lumen|Rectum|Effective surface area enhancement factor","Organism|Stomach|Volume [l]","Organism|Stomach|Specific blood flow rate [l/min/kg organ]","Organism|SmallIntestine|Small intestinal transit time [min]","Organism|SmallIntestine|Volume [l]","Organism|SmallIntestine|Specific blood flow rate [l/min/kg organ]","Organism|LargeIntestine|Large intestinal transit time [min]","Organism|LargeIntestine|Volume [l]","Organism|LargeIntestine|Specific blood flow rate [l/min/kg organ]","Organism|Liver|Volume [l]","Organism|Liver|Specific blood flow rate [l/min/kg organ]","Organism|Lung|Volume [l]","Organism|Lung|Fraction vascular","Organism|Muscle|Volume [l]","Organism|Muscle|Vf (neutral lipid)-PT","Organism|Muscle|Vf (lipid)","Organism|Muscle|Vf (protein)","Organism|Muscle|Vf (phospholipid)-PT","Organism|Muscle|Vf (water)-PT","Organism|Muscle|Vf (water)","Organism|Muscle|Fraction interstitial","Organism|Muscle|Vf (neutral lipid)-WS","Organism|Muscle|Vf (neutral lipid)-RR","Organism|Muscle|Vf (neutral phospholipid, plasma)-WS","Organism|Muscle|Vf (neutral phospholipid)-RR","Organism|Muscle|Vf (extracellular water)-RR","Organism|Muscle|Vf (protein)-WS","Organism|Muscle|Vf (intracellular water)-RR","Organism|Muscle|Vf (water)-WS","Organism|Muscle|Specific blood flow rate [l/min/kg organ]","Organism|Pancreas|Volume [l]","Organism|Pancreas|Specific blood flow rate [l/min/kg organ]","Organism|PortalVein|Volume [l]","Organism|Skin|Volume [l]","Organism|Skin|Specific blood flow rate [l/min/kg organ]","Organism|Spleen|Volume [l]","Organism|Spleen|Specific blood flow rate [l/min/kg organ]","CYP1A2|Ontogeny factor","CYP1A2|Ontogeny factor GI","CYP1A2|Reference concentration [µmol/l]","CYP1A2|t1/2 (liver) [min]"
46,MALE,European_ICRP_2002,Population 100 subj,75.3976037386006,0.252149433767791,190.309774091505,40,31.9210351733123,1.83336144786816,1.1360484174897,17.2921810163824,0.47,0.9220445878739,0.427152743926045,0.0263657115028883,11.5122886543474,1.59808575234385,0.526236290724305,19.6478101774909,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0225366508526356,0.0405304071657843,0.081266196501058,0.481462745868018,0.600868241332849,0.494391970536644,0.9,44.6736514554451,30,0.0874055997375328,54,14.9598487542631,1.5,2.98642982478745,2.03468733884924,0.5,0.923485166703647,13.9411663589091,0.584875643326541,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.213973672405665,0.385422107947332,85.3513411930281,0.776270246515504,0.870659864801284,2652,0.574483272089808,0.601662894569131,2.02181186762297,0.189474611633985,1.30041935353344,0.58,30.8072185054118,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0373963275259355,0.145304104719433,0.356640654871486,0.886918257361728,3.28704005289077,0.0888165572763661,0.260397366496838,0.747323913692427,1.46682760237862,0.804560899682833,1.8,3687.31822676239
47,MALE,European_ICRP_2002,Population 100 subj,78.5461344612474,0.245885762815663,197.477537109234,40,31.2332778383201,0.435123139877148,0.912341140390883,17.8729284508797,0.47,0.938168925642164,0.43570299591982,0.0267542423739136,12.2564122735294,1.58018153529844,0.5092499829161,10.6361061309199,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0214547217977066,0.0383340262996473,0.0722295267265573,0.467979997559801,0.626365747901371,0.314341827975316,0.9,44.0494015690449,30,0.0976830558916653,54,15.2341080597272,1.5,3.13890576967962,1.22413897180724,0.5,0.808559921650373,12.9833812844431,0.769963479195418,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.170353235166638,0.371291925838469,225.100739246015,0.865746974393819,0.934662996458728,2652,0.43810295935678,0.606249462752551,2.15146195150136,0.176787364019211,1.10117323306534,0.58,42.0176542211705,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0328368719257562,0.118522464932382,0.362528916645161,1.0903895631912,3.80079280568747,0.0816722128178965,0.124709339637381,0.7604844178409,0.888140914614662,1.94184966112149,1.8,4281.89454426217
48,MALE,European_ICRP_2002,Population 100 subj,78.8434996872179,0.279139812073155,191.856452539105,40,33.6457223834683,0.673855409067721,0.91709197052572,16.8062978399636,0.47,0.942949058417663,0.413198795122269,0.0287754937515275,10.7243363813865,1.49970554438309,0.532965634451253,23.1278578083316,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0211604110568572,0.0394212678498321,0.0824306461284822,0.385158608990895,0.613852916212816,0.240554097317279,0.9,44.4698343083114,30,0.0906635333504252,54,14.9150967796503,1.5,2.92539736189902,1.02644919402957,0.5,2.25336771726746,26.0460261256374,1.97490895186254,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.164006936675884,0.418482074112207,102.975617284919,0.730393683389129,0.951120986572049,2652,0.347831234418938,0.607383464993466,2.15531121167421,0.167919070848814,1.04728232306814,0.58,31.8240390808646,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0333216889981832,0.161864458291926,0.342945054012724,0.929054950935854,3.81690579375852,0.0868285706015044,0.293628452341646,0.852797679814499,1.20864210679362,1.49700859654663,1.8,4116.81383677678
49,MALE,European_ICRP_2002,Population 100 subj,83.379179217124,0.257773967917607,204.09900286948,40,30.4312080379721,1.36529084063052,1.12582857872264,17.9849518508408,0.47,0.967023812385073,0.459445880445737,0.0265418415905337,12.1689668216985,1.4857198212636,0.518710028328358,21.6839594953891,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0219532256011043,0.043889369201813,0.0807323789566056,0.545928552185216,0.574317218525702,0.280178423383579,0.9,45.126767958596,30,0.131132294531775,54,14.5877326324348,1.5,3.09155846438846,2.66752006217906,0.5,1.20640878056266,5.99217653125283,0.966239827582667,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.177499329743375,0.38122709079972,222.834206127261,0.632729236436455,0.889544877619652,2652,0.370852357272588,0.573724191001781,2.22935395161996,0.17035168835739,0.874898160545176,0.58,35.6342395781896,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.033634303100143,0.141650431447343,0.344219374571051,1.01366481502024,4.34814150852489,0.0910876015558181,0.321037672371768,0.868226598950581,1.08480224511735,0.685607914819263,1.8,2064.21329485046
50,FEMALE,European_ICRP_2002,Population 100 subj,46.2869376497796,0.196417583053205,140.493483647207,40,35.6273671545216,0.791605394173141,0.966435523284903,15.3510838200069,0.41,0.759145901677717,0.321501144817208,0.0306776014194219,8.19188867111696,1.35326347407466,0.502898721731464,6.86942769256809,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.026957427172158,0.0120556487376993,0.0953924637185519,0.396412207154639,0.812088811196525,0.355458888526576,0.9,43.1032331214119,30,0.0735000674240697,59,15.2173111215195,1.5,2.95002747403918,0.557913584803982,0.5,1.14745742931571,14.7074130060967,0.257850615680738,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.163828944024257,0.36331624313829,63.4893457894141,0.657054203352099,0.881265955297873,2652,0.402904257350637,0.75549021903736,1.99622795983654,0.210318384054701,1.00816066444904,0.53,20.2331140393617,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0319667645035203,0.229769459026448,0.372539540849161,0.760432404477344,2.3996727329651,0.108473760837664,0.176619356262843,0.90191949570002,1.65098624523096,1.31072777344251,1.8,4326.83020190088
51,FEMALE,European_ICRP_2002,Population 100 subj,74.0296456471239,0.272380252695678,184.127129957688,40,39.6389203889477,0.939440255252607,1.17555953073193,16.4859897717528,0.41,0.740312129139687,0.333222218519112,0.0349424922655762,9.11802627661331,1.29244311376438,0.488050280678701,29.2122755079833,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0259091081442618,0.0136910519429335,0.0891280161740831,0.291983494295577,0.915444327418407,0.586993150990262,0.9,43.6845842296307,30,0.109062616376824,59,14.8047855638976,1.5,2.7821034207354,1.57298966186435,0.5,0.956417999127311,13.0715466835262,0.928425331355818,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.126554030171942,0.362985434113475,77.1317306703177,0.679376626483643,0.95191176380848,2652,0.417531003333191,0.73007611222126,2.03556187033654,0.208684972156114,0.867589530307234,0.53,24.0854954505895,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0330897659595866,0.154302588669433,0.376588424748457,0.812482287585005,3.13086084741001,0.112648134239753,0.130944468988815,0.856196984383562,0.803984229164292,2.10071464133702,1.8,3008.42346549699
52,FEMALE,European_ICRP_2002,Population 100 subj,63.9721857856613,0.22869817185753,172.399163617814,40,38.1264447551809,0.910096175390674,0.903632431673802,16.7249276760682,0.41,0.754167425563141,0.338243209825181,0.0318623846742388,9.68595957782193,1.35947784846213,0.564625863550783,17.9319959540864,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0247275204752139,0.0135851017847783,0.0801466103958341,0.375235523167208,0.9019237269105,0.350136652754726,0.9,45.2006919340136,30,0.10593284501218,59,14.744057080641,1.5,3.04016290849207,2.55392045705383,0.5,0.494729892311849,12.0599205023084,2.65479805427203,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.164903903310462,0.373229628324534,120.313801375409,0.787143826131867,1.04892332872367,2652,0.474195003673643,0.735793009803038,2.7840008663322,0.206331343416821,1.37019462597379,0.53,23.6295574039423,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0349413147672975,0.117468988325879,0.33859462815334,0.821012426908332,2.86157742964059,0.11015369985431,0.153330017956693,0.8466227236389,0.682150437791047,1.17956057301214,1.8,3026.99522919525
53,FEMALE,European_ICRP_2002,Population 100 subj,105.599024049769,0.357214948194783,224.579420927379,40,38.1237019589747,1.37120241212553,0.845811757437558,17.193533536355,0.41,0.734637447174049,0.357050952016171,0.032709652465995,10.0147663141248,1.27725450381476,0.499193426243694,57.6562846526019,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0254339512677293,0.0129508076791411,0.0961685074975548,0.291848463299175,0.858852103072286,0.411485109188012,0.9,43.8970463380611,30,0.0923558584021848,59,15.11114459877,1.5,2.77302670417094,0.725549801260264,0.5,1.24462104154335,17.7086137038353,0.672668226607466,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.158025058264922,0.366810113771331,199.26710046122,0.772022346235515,0.972294175150435,2652,0.530141530663218,0.704245677478994,2.08745951068336,0.17843305475061,1.03244161749771,0.53,24.9255348367274,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0309564369443249,0.277148953675347,0.338241596905462,0.887291165958079,3.83657469664038,0.110297370586304,0.336106083525069,0.915968010789858,1.81092095264455,0.757520747101607,1.8,3263.35086990245
54,FEMALE,European_ICRP_2002,Population 100 subj,36.8265097230708,0.176132832124893,121.623578062286,40,31.2939483911236,0.953808830393758,1.01670939785239,14.4597279080513,0.41,0.662877493026576,0.302222706443264,0.0310400835923835,7.18779176003762,1.46556359360947,0.524470499825784,5.62824438427844,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0245886448556205,0.0122591692974485,0.0850824666612237,0.358630642399837,0.878715957827961,0.356632181873872,0.9,44.1156183635988,30,0.104775639268767,59,15.0521290488684,1.5,2.42730872901289,0.789255131160628,0.5,0.834213198137582,21.797066730006,1.07511344643767,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.152610111903954,0.345303845981288,171.882608438503,0.556996277841441,0.981076082142603,2652,0.413922540830869,0.69369267474359,1.90206068042763,0.201849733244805,0.66863108225541,0.53,13.901684307505,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0328815820066792,0.198862317724275,0.34440609315703,0.751884686986643,1.96374494449271,0.110739129744393,0.341890842136383,0.809837207143863,0.647986698734362,0.981501418982298,1.8,1196.55282522109
55,FEMALE,European_ICRP_2002,Population 100 subj,89.289501693553,0.348019278390123,199.322767872223,40,37.3691989888294,1.13170867282056,0.803294433822416,16.0176407364314,0.41,0.787363124663635,0.341811858539502,0.0329973305577914,8.90442179505155,1.3159378299194,0.502405103585481,43.6117405701751,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0267104123468242,0.0116892593956594,0.0850948587499061,0.26738471817111,0.878732530820645,0.27042854668301,0.9,44.5237381061489,30,0.110787833917881,59,15.0253694885783,1.5,2.47877775746322,0.540368012800292,0.5,1.0598442282902,19.7003075877568,0.924499240426596,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.147987832436672,0.373139618423245,211.739945328744,0.541589177958906,0.959275820280884,2652,0.510708610137048,0.704640509536594,1.58143078300127,0.204590382085682,1.38544755624285,0.53,25.3961494960844,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0310027483057259,0.203819083483187,0.35128964976089,0.81969634464281,2.90249175644315,0.119448366982378,0.289403350523765,0.886439075479859,1.71285545964551,1.37303580087868,1.8,1449.24687451585
56,FEMALE,European_ICRP_2002,Population 100 subj,52.3355139410225,0.201655982162502,153.038967832253,40,34.0961394524649,0.785273707585804,1.17691596754806,16.1098943278692,0.41,0.783706924910834,0.302093988516324,0.0308595703538103,8.80374989561018,1.26409295471346,0.519744107651912,14.8862556952865,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0251985149815049,0.0122418120584331,0.0852173728287795,0.391289760429523,0.898567221424815,0.475174444900597,0.9,44.5734080458772,30,0.124733023278106,59,15.1831179528394,1.5,2.77316732971728,1.79842853150706,0.5,0.585678172452694,32.3589943959088,1.04907944459823,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.176619139161336,0.350627206162138,156.095918276567,0.726990362787063,0.901229625125528,2652,0.310706982929244,0.707748043087764,1.61336438309423,0.19205508883419,1.01938676486089,0.53,17.987643815687,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0340121323230825,0.0842627276472764,0.351956160662478,0.76290958177336,2.50677878292879,0.105564660691178,0.228245923727413,0.816623316439687,0.798580349515959,0.593481482319066,1.8,1077.56059072008
57,FEMALE,European_ICRP_2002,Population 100 subj,62.4618423020663,0.233909922858121,168.386149551543,40,31.7673393626545,0.580279545734633,1.28470621638872,16.3411671347769,0.41,0.761221435434188,0.347036890529046,0.0308455126123641,9.12888629937123,1.29602762286792,0.551005236296703,20.6082548181824,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0244008641784379,0.012425467007613,0.0974133675657313,0.457532920194471,0.890244432906659,0.496220506639123,0.9,46.7500666016225,30,0.0784540301870333,59,15.1580160914128,1.5,2.62324977780892,0.496322883075772,0.5,0.392875194858928,16.8030498466474,0.338518994474544,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.168633140253114,0.360043435719147,91.605224743013,0.812059850704243,0.914380417656538,2652,0.462672814978671,0.771364552059204,2.40214290249707,0.202941697937266,0.938862357336094,0.53,20.464401028082,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0333904802319314,0.20233249298442,0.345118290000296,0.845920222692451,2.78655662881177,0.100851941605089,0.270654903500515,0.824677822417516,2.72823558871862,0.873687919696868,1.8,3407.89615265959
58,FEMALE,European_ICRP_2002,Population 100 subj,48.7410773337936,0.210472497279501,143.542313015703,40,34.384802661084,1.59273348612739,0.712042215233716,15.217730375821,0.41,0.685481114233921,0.294873156890029,0.0312057088529717,7.85634524774311,1.33214849231878,0.462402212787452,9.4530365228394,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0240869608664316,0.0122507406904439,0.0909339368800579,0.197538847062195,0.921809706955461,0.244948268364295,0.9,45.0539384962669,30,0.13614881703281,59,15.5186928291776,1.5,2.78976721809436,0.840063180024989,0.5,1.22620899598495,17.0656647845347,1.76777921963103,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.168665905943581,0.355950743791723,146.953157494577,0.652808227061336,0.905536504648512,2652,0.431314585824537,0.712350857332938,1.88277248141249,0.197040821834097,0.717769055801825,0.53,21.2883415945721,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0322857562232702,0.167418513546572,0.352293991624252,0.743322120905077,2.38876356839476,0.110696547062536,0.223278890189155,0.842801185563139,0.69644549936464,0.59973388776516,1.8,4078.69195237521
59,FEMALE,European_ICRP_2002,Population 100 subj,69.8793567309829,0.243219710319958,181.392538066531,40,35.8482002028489,0.865241167575279,1.12502165919123,16.950209322633,0.41,0.781371841344474,0.331592007017662,0.0345215741848418,9.95785546242382,1.35831717048509,0.538818393960052,17.3353289620836,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.025471419859763,0.0136054571209252,0.0906304147562268,0.427304179211586,0.931408465457607,0.367822271186242,0.9,43.5626372998661,30,0.0942707261363346,59,14.8954792388314,1.5,2.61635850808116,0.636357833951422,0.5,0.830817217200857,27.4822280761094,1.29817026149679,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.15585734705889,0.341207485415194,140.225523882001,0.630203477071675,1.02201956546837,2652,0.41282814342947,0.715919642806719,2.02481260584335,0.187831737956756,0.772572172117042,0.53,31.2011516510783,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0301219496610207,0.139440508819768,0.366713374217525,0.803918514682448,2.97052559564683,0.116791479441324,0.194849364361644,0.850667570360374,1.60632554492066,1.00535628583658,1.8,362.151440035912
60,FEMALE,European_ICRP_2002,Population 100 subj,48.3344172083496,0.186370009807402,147.046872905537,40,31.8535337093535,0.854374965565923,0.758978251728,16.1042398152477,0.41,0.745528850749054,0.337730137910837,0.0316506575530866,8.63744486555593,1.22055719440078,0.547038872421473,11.5776564384502,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0282673281116808,0.0129304902630152,0.085560520692486,0.285439893154402,0.940582978644797,0.323884773073174,0.9,41.8759454983593,30,0.0870384861647967,59,15.034329290106,1.5,2.65559863223043,0.853331839136785,0.5,0.970897871291139,25.5993308954745,0.802459914555215,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.178428507903987,0.366167463308133,87.6075219388901,0.6207808177709,0.916116979231696,2652,0.513364453552519,0.720780441030583,0.822382557058779,0.213219222626196,1.55820378012378,0.53,17.9702460999558,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0299079977032896,0.131485529503889,0.346859378196022,0.852820881777243,2.310636744108,0.113082218642765,0.234895193037333,0.812132311151719,0.302725634346928,1.79102468582746,1.8,1535.51741871182
61,FEMALE,European_ICRP_2002,Population 100 subj,68.8777717839024,0.233955846868229,181.189604260405,40,36.4397799160517,0.935093256523414,1.07028377731901,17.158234260407,0.41,0.73470573837689,0.364925502061746,0.0317035534214171,10.1601809898867,1.38890440005985,0.477622387650813,17.3381841984796,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0251062599998298,0.0139152543273295,0.0929249038839795,0.412874171124905,0.912052515183921,0.471057618377143,0.9,45.6227195444018,30,0.110326489817629,59,15.3792461587324,1.5,2.42911350618814,0.9969967293332,0.5,1.31832470049881,15.6093448869249,0.999267415780055,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.168593783389039,0.338942572387588,76.5384217726797,0.792248601627751,0.994470167544104,2652,0.372361198497698,0.751883436908004,2.00399436923262,0.215043318351453,1.35569054550272,0.53,29.0917123758574,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0324108123859608,0.281247112398242,0.367200415336365,0.808976090231569,2.98375803467509,0.104891386696244,0.1344417997961,0.847590002347321,0.941549704468045,0.700397550086486,1.8,923.837824655065
62,FEMALE,European_ICRP_2002,Population 100 subj,55.4655296569759,0.242314917591602,152.679163193322,40,34.4321830963866,1.2369262748714,1.219972760578,15.1293930826032,0.41,0.738293236057903,0.291121904682501,0.0342187177873375,7.88182285908327,1.20139465959109,0.506465347099565,19.9025051591662,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0266264955067289,0.0133081653441718,0.0879442926412002,0.254774425829283,0.899587149292105,0.307434302021636,0.9,44.6775060237806,30,0.094361539617552,59,14.6603173948514,1.5,2.65805861916967,0.879488577537824,0.5,1.06689621577159,9.27411891894568,1.44377815900384,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.167816402576831,0.380717710700727,47.9241399645852,0.634102330256274,0.939123640637541,2652,0.323058531586242,0.737566010612327,2.14248247823912,0.210403547783354,0.897803042883617,0.53,17.2579575075977,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0376260154327685,0.265551262418164,0.387511419249264,0.760008638398248,2.23529367499871,0.115796258236654,0.190801076244891,0.886509475894766,0.876862018612199,0.52829178500537,1.8,1424.31586247536
63,FEMALE,European_ICRP_2002,Population 100 subj,58.9173208671697,0.220121322955145,163.63422705793,40,33.4812219457148,0.762888916513368,1.19452607311993,16.3602689129996,0.41,0.741609647859994,0.316782802389982,0.0304212771444139,9.2182614133352,1.45722865477968,0.486220889274235,20.1072420420147,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.026468045305246,0.0123699875207767,0.0870383548638951,0.326919195081844,0.827607945944385,0.327743110520966,0.9,44.5831731419087,30,0.143155523407785,59,14.6213908745201,1.5,2.78164769088326,0.556863953114165,0.5,1.4090696785245,19.2045449764413,1.20236305886643,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.131600553661664,0.327968249986808,195.40179884829,0.748660934194612,0.991141466596866,2652,0.390279183830165,0.709704060367868,1.99824841095248,0.185339627319728,1.18320688340651,0.53,17.702487655053,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0324911836667077,0.170916371275477,0.352013460575582,0.900240993986055,2.99084229846441,0.114488339197429,0.192680728842168,0.842583865381,1.04341018686894,0.806285841779683,1.8,1777.17933657035
